country_code,country_name,year,actual,regression_forecast,arima_forecast,regression_abs_error,arima_abs_error,winner
THA,Thailand,2020,38.89878447415295,38.94071362781947,38.90918535379443,0.04192915366652272,0.010400879641480287,ARIMA
THA,Thailand,2021,38.82831920765722,38.87256783705104,38.838585884274366,0.04424862939381313,0.010266676617142423,ARIMA
THA,Thailand,2022,38.7578539411615,38.80419043167619,38.767987657885904,0.046336490514690354,0.010133716724403996,ARIMA
THA,Thailand,2023,38.687388674665776,38.73533040195035,38.69739618052765,0.04794172728457369,0.01000750586187138,ARIMA
TLS,Timor-Leste,2010,62.88500336247478,63.00789706217119,62.88538929676292,0.12289369969641228,0.00038593428814692743,ARIMA
TLS,Timor-Leste,2011,62.79085406859448,62.912845189874325,62.79089151428276,0.1219911212798479,3.7445688285231427e-05,ARIMA
TLS,Timor-Leste,2012,62.696704774714185,62.81790381964145,62.69670792032309,0.12119904492726619,3.1456089075732052e-06,ARIMA
TLS,Timor-Leste,2013,62.6025554808339,62.72305347680767,62.60285239356525,0.12049799597377131,0.0002969127313505737,ARIMA
TLS,Timor-Leste,2014,62.5084061869536,62.62827884270762,62.50847891961515,0.11987265575402262,7.273266155038982e-05,ARIMA
TLS,Timor-Leste,2015,62.41425689307331,62.53356779953319,62.414262770413515,0.11931090645988007,5.877340207405268e-06,ARIMA
TLS,Timor-Leste,2016,62.32010759919301,62.43891094679337,62.32012350969254,0.11880334760036249,1.5910499534754763e-05,ARIMA
TLS,Timor-Leste,2017,62.24613315400135,62.344300685776446,62.22603524295858,0.09816753177509696,0.020097911042768146,ARIMA
TLS,Timor-Leste,2018,62.131809011432416,62.269199036435005,62.19077216053767,0.13739002500258835,0.05896314910525291,ARIMA
TLS,Timor-Leste,2019,62.03765971755212,62.15531391200379,61.96241693958148,0.11765419445167424,0.07524277797063661,ARIMA
TLS,Timor-Leste,2020,61.94351042367183,62.06079329316567,61.94199111861449,0.1172828694938417,0.00151930505734299,ARIMA
TLS,Timor-Leste,2021,61.849361129791525,61.966302909173464,61.84875968459575,0.11694177938193917,0.0006014451957767619,ARIMA
TLS,Timor-Leste,2022,61.755211835911226,61.871839352210735,61.75488169176857,0.11662751629950918,0.00033014414265863934,ARIMA
TLS,Timor-Leste,2023,61.66106254203093,61.777399208560965,61.66097752406473,0.11633666653003161,8.501796620663526e-05,ARIMA
VNM,Vietnam,2010,42.73321544619432,41.92336355353873,42.85779263105561,0.809851892655594,0.12457718486128755,ARIMA
VNM,Vietnam,2011,43.1647323195567,42.42898526552064,43.2589606339695,0.7357470540360609,0.09422831441280266,ARIMA
VNM,Vietnam,2012,43.57082470641906,42.85279559171701,43.66233047572251,0.7180291147020483,0.09150576930345267,ARIMA
VNM,Vietnam,2013,44.06395211255915,43.275846268260075,44.04169889972988,0.7881058442990749,0.02225321282926984,ARIMA
VNM,Vietnam,2014,44.44284889156942,43.71935868152469,44.53870614927762,0.72349021004473,0.09585725770820375,ARIMA
VNM,Vietnam,2015,44.871164038891706,44.15102384216102,44.892155178315704,0.7201401967306893,0.020991139423998106,ARIMA
VNM,Vietnam,2016,45.878354877515655,44.584419025145706,45.31308477994318,1.2939358523699482,0.5652700975724727,ARIMA
VNM,Vietnam,2017,45.99633698464916,45.639827367762976,46.431173705341244,0.35650961688618565,0.4348367206920827,Regression
VNM,Vietnam,2018,46.23468153872168,45.731537004829974,46.473162058258524,0.5031445338917067,0.2384805195368429,ARIMA
VNM,Vietnam,2019,46.47684164515727,45.95624970114933,46.66195657774192,0.5205919440079398,0.1851149325846464,ARIMA
VNM,Vietnam,2020,46.71900175159286,46.191272956353494,46.86171236779167,0.5277287952393692,0.14271061619880498,ARIMA
VNM,Vietnam,2021,46.96116185802845,46.431711553975646,47.06907743361371,0.5294503040528014,0.10791557558525966,ARIMA
VNM,Vietnam,2022,47.20332196446404,46.68488997684013,47.283922190746004,0.5184319876239059,0.08060022628196606,ARIMA
VNM,Vietnam,2023,47.44548207089962,46.93946203682571,47.50511466786454,0.5060200340739129,0.059632596964917184,ARIMA
